User-ID;ISBN;Book-Rating
227538;2215837;0
29070;2216140;7
173018;2216582;0
227538;2217422;0
182987;2219336;0
10067;2219476;0
93698;2219808;0
31831;2219980;6
151806;2219980;0
173018;2220032;0
138844;2220776;0
202798;2220776;0
35050;2221160;0
170184;2222469;8
227538;2222469;0
33026;2222590;0
158594;2222671;0
70740;2222752;5
131433;2223198;0
227538;2223368;0
225986;2223589;0
170184;2224216;9
227538;2224216;0
111480;2224356;0
227538;2224607;0
70740;2224682;0
93698;2224682;0
170184;2226162;9
227538;2226162;0
227538;2227045;0
147166;2227150;6
120178;2228394;7
120565;2228394;9
147947;2228424;0
177458;2228424;0
180586;2228424;0
138844;2228556;0
12927;2229544;0
52606;2231352;4
144131;2231441;0
212898;2233495;0
87019;2233509;0
155287;2233509;0
189334;2233509;10
114178;2233711;0
236340;2234424;0
173018;2234491;0
186457;2234734;0
39608;2234947;0
219445;2234947;0
227275;2234947;0
212898;2235013;0
174478;2235390;6
14449;2237458;6
60626;2237458;0
140555;2237458;9
238456;2237458;0
97428;2237520;8
149908;2238861;0
189334;2239183;10
196047;2239183;6
139742;2239213;0
189334;2239213;0
200226;2239213;0
245839;2239213;0
39238;2240009;8
101731;2240009;0
204835;2240009;0
179904;2240017;0
139136;2240114;7
165669;2240114;5
166596;2240114;9
171078;2240114;0
277996;2240114;6
23902;2241358;8
124597;2241447;0
153662;2241447;0
14449;2242591;8
171078;2242591;0
210420;2242591;0
68873;2243016;3
213113;2243733;0
5903;2243776;0
67708;2243776;7
95741;2243776;0
141901;2243776;0
72214;2243792;10
148052;2243806;0
158456;2243865;8
60626;2243954;0
67544;2243954;0
115180;2243954;0
148782;2243954;0
189334;2243954;0
47377;2243962;6
57725;2243962;0
62862;2243962;4
112857;2243962;5
212898;2243962;0
6242;2244098;5
14449;2244098;7
67445;2244098;0
67544;2244098;7
92861;2244098;0
110076;2244098;0
176481;2244098;0
151806;2244705;0
173018;2245426;0
5733;2245663;0
11676;2245663;0
25804;2245663;8
44228;2245663;0
51397;2245671;0
140069;2245671;0
189334;2245671;0
101606;2245728;7
73976;2250101;7
107021;2250780;0
178199;2250780;0
11676;2250810;7
119952;2250810;0
189334;2250810;0
179744;2250985;6
95010;2251000;7
234286;2251183;0
190844;2251213;0
11676;2251485;8
97867;2251485;0
127772;2251485;0
230212;2251485;7
14456;2251760;10
37712;2251760;10
69721;2251760;0
123883;2251760;5
141157;2251760;10
142524;2251760;0
148173;2251760;0
152249;2251760;0
158254;2251760;0
235588;2251760;9
220757;2251892;6
58911;2251930;0
68886;2252031;7
43546;2252066;10
145861;2252066;9
94853;2252341;9
173018;2252341;0
23902;2252376;9
30711;2253097;0
179755;2253097;0
76019;2253178;8
120080;2253178;0
213255;2253178;0
200557;2253186;0
245811;2253186;0
39281;2253305;0
119854;2253305;5
142524;2253305;0
153674;2253305;6
23902;2253372;8
119660;2253402;6
206300;2253402;0
203366;2254123;7
96819;2254131;8
21368;2254182;0
55734;2254271;0
36483;2254301;0
171269;2254697;0
34864;2255006;5
92861;2255006;0
176887;2255006;0
177458;2255006;0
182053;2255006;0
11676;2255014;8
124645;2255014;10
171104;2255014;8
36326;2255081;3
50547;2255081;0
72214;2255081;7
171118;2255081;0
189334;2255081;8
189336;2255081;7
213090;2255081;0
225087;2255081;0
244881;2255081;0
119594;2255103;0
171118;2255146;0
174700;2255146;9
98499;2255243;0
84146;2255464;7
161936;2255553;7
94547;2255731;0
52531;2255855;0
16943;2256886;0
21404;2256886;0
174914;2256886;0
130792;2256967;0
233960;2256967;8
220867;2257114;0
147166;2257122;0
54946;2257203;8
102758;2257203;0
112602;2257203;0
144717;2257203;8
162100;2257203;0
163925;2257203;8
189334;2257203;0
121717;2257378;0
12576;2257580;7
171118;2258358;0
21404;2258366;0
27647;2258366;7
135458;2258366;0
170415;2258366;0
243664;2258382;5
11676;2258560;8
58757;2258560;7
246842;2258560;0
4271;2258579;6
218360;2258579;7
56103;2258587;0
79942;2258587;0
173412;2259478;6
56514;2259834;9
140898;2259834;6
142745;2259834;7
152697;2259834;6
165328;2259834;7
170192;2259834;7
188484;2259834;0
237563;2259834;0
241204;2259834;8
80555;2259877;0
92853;2259877;0
149908;2259877;6
187520;2259877;0
208410;2259877;0
58152;2261022;7
35698;2261189;0
180651;2261189;0
188484;2261189;0
194752;2261200;0
6017;2261529;0
79556;2261804;5
22596;2261820;8
34350;2261820;9
125256;2261820;6
170073;2261820;7
250546;2261820;0
28017;2310694;7
39212;2311216;8
182987;2311216;0
247546;2311216;0
42400;2313189;0
149981;2313189;0
213316;2315394;0
30511;2316196;7
182987;2316196;0
94853;2317141;8
166596;2317850;0
109955;2322951;0
53729;2323338;0
109955;2323540;0
225087;2325780;6
117091;2326833;0
187981;2431548;0
241191;2550156;5
118434;2550555;0
206567;2550555;7
9856;2550563;4
35445;2550563;5
71712;2550563;0
125774;2550563;0
131046;2550563;8
172742;2550563;9
193867;2550563;0
120565;2551195;9
44893;2551462;6
16634;2551675;8
197801;2552175;10
223721;2552175;0
223721;2552256;0
217106;2552272;0
174615;2552396;0
117251;2552574;9
88733;2553384;7
218552;2553384;7
188171;2553686;0
92861;2554062;0
140555;2554062;10
14449;2554151;9
92861;2554232;10
189334;2554259;0
189334;2554283;8
189337;2554429;0
35857;2554925;0
163534;2555107;7
250600;2555107;8
82280;2555298;6
175886;2555298;0
56271;2555565;8
219510;2556030;0
15918;2557029;0
27363;2557029;10
32041;2557029;0
90286;2557029;0
115614;2557029;8
120640;2557029;8
140423;2557029;0
177458;2557290;0
201141;2557290;0
239642;2557398;9
189334;2557487;0
150496;2557517;6
200226;2557517;0
237474;2557517;0
216882;2558033;0
11676;2558122;8
27782;2558122;0
59616;2558122;0
71837;2558122;10
75187;2558122;0
81274;2558122;8
118434;2558122;0
131398;2558122;9
191521;2558122;9
196118;2558122;8
201537;2558122;8
202664;2558122;8
207291;2558122;0
216420;2558122;5
221120;2558122;0
236038;2558122;0
236173;2558122;9
278474;2558122;0
191052;2558386;0
63714;2558661;10
41757;2621010;8
247240;2621509;9
14387;2711567;0
6543;2712172;7
131402;2712172;0
245157;2712180;0
5630;2713276;0
150353;2713276;0
149075;2713349;7
30511;2726874;8
238241;2727463;10
180651;2740060;0
190;2740230;7
80555;2740435;0
193560;2740435;0
63404;2740958;0
110029;3131696;0
26326;3135004;4
116599;3135004;0
189906;3235173;0
11676;3252477;0
84831;3252477;0
195758;3252477;5
171846;3252485;0
215964;3252485;0
138124;3252531;7
56271;3272109;0
154460;3277585;9
97324;3300277;10
134434;3300277;7
143909;3300277;7
202173;3300277;10
231857;3300277;9
213316;3302474;0
215953;3700933;7
108448;3701131;0
206301;3701182;0
89891;3701328;0
241122;3701387;8
159327;3701468;0
188598;3701484;4
206301;3701581;0
249977;4102169;4
200557;4105028;10
84866;4109066;0
11687;4121120;0
187520;4123948;0
76626;4125576;7
94744;4125576;8
141157;4126491;10
62339;4127854;8
114893;4133412;10
240543;4133439;10
79916;4133803;0
216882;4333349;7
26583;4334787;10
181176;4343859;0
76626;4356373;10
186699;4481771;0
114178;4483642;0
122881;4489640;0
245827;4585445;0
81088;4586298;0
113519;4586298;0
114178;4586654;0
56399;4588010;10
76626;4588185;0
84831;4589777;0
190265;4595033;10
115473;4700481;8
26146;4701674;0
53741;4701674;9
62895;4701674;0
147166;4701674;0
168245;4701674;7
176486;4701674;7
168245;4702816;7
98758;4704746;10
23902;4704754;10
63714;4704932;10
156534;4705408;0
61667;4705440;0
250630;4707478;0
100906;4707532;0
107784;4708105;9
37644;4709721;6
58407;4709934;8
213197;4709950;9
152726;4720148;8
168245;4720164;7
152249;4720601;0
164096;4720695;7
155916;4720741;0
35859;4722124;10
157745;4722639;0
250630;4722639;0
79186;4722647;0
171118;4723023;0
232373;4723023;8
216882;4723171;6
119575;4723201;0
157273;4723201;0
177458;4723708;7
225986;4723708;9
56856;4723724;0
136010;4724097;9
15408;4724119;0
171076;4725018;0
197659;4725042;7
222054;5128412;9
76942;6117252;0
62426;6119190;0
70147;6119875;0
94853;6119875;0
101851;6121071;0
28204;6125107;0
116031;6125107;5
144131;6125107;0
225986;6125107;0
151806;6127665;8
11676;6131409;7
114865;6131409;0
73504;6132138;6
110029;6135889;0
131242;6135889;0
13668;6135986;0
206979;6136753;0
13995;6140823;0
144131;6140823;0
11676;6143199;8
12651;6143199;0
134004;6143199;6
214528;6143199;0
103280;6143490;0
175886;6143490;0
69507;6145922;0
114865;6145922;9
24778;6148891;0
53729;6148891;0
56856;6148891;0
144131;6148891;0
231857;6148891;0
220867;6149995;8
97972;6150624;9
110029;6150713;0
170184;6150853;10
116031;6152988;5
231857;6152988;0
171118;6154298;0
175886;6154751;0
23902;6156487;7
175886;6156487;0
89192;6156789;0
42400;6157114;0
220867;6157149;0
16943;6157629;0
22625;6157629;0
26860;6157629;0
78973;6157629;8
200226;6157629;10
69042;6161529;0
114893;6161529;8
201870;6161529;7
24433;6163041;0
69507;6163041;0
134004;6163041;0
179791;6163041;10
32440;6163831;0
185123;6163831;0
225986;6163831;0
236038;6164188;0
151806;6164587;0
112457;6164625;4
41894;6164900;5
89332;6165109;4
110029;6165966;0
30810;6166598;5
25097;6166881;0
151806;6166881;0
214528;6167071;0
31030;6168663;0
233726;6168663;9
86243;6168760;0
151806;6168760;0
175886;6168760;0
16721;6170056;0
43246;6170056;0
56399;6170056;0
125349;6170056;0
200226;6170056;0
246776;6170056;0
79942;6170218;0
164027;6170218;0
77971;6170552;0
225232;6170552;0
20347;6171788;6
55197;6171966;5
151806;6171966;0
11676;6171982;7
70740;6171982;0
147166;6171982;0
154176;6172504;0
86243;6173284;0
225232;6173373;0
96475;6173438;0
225986;6173438;0
96475;6173454;0
225986;6173454;0
220867;6173527;0
56271;6174094;0
85984;6174116;0
131402;6174450;0
113817;6174817;0
123625;6174817;0
131402;6174817;0
193560;6174817;0
242006;6174841;8
225087;6175317;5
52437;6175465;0
42400;6175473;0
55197;6175473;7
56399;6176089;0
69405;6176100;0
40012;6176267;0
163148;6176453;0
159033;6176550;0
16916;6176607;0
112457;6176607;0
201526;6176607;0
11676;6176747;6
86243;6176747;0
245224;6176747;0
52455;6176909;0
147451;6176909;0
180651;6176909;0
198515;6176909;8
206609;6176909;8
230388;6176909;8
236872;6176909;0
38802;6177018;0
98297;6177018;0
110029;6177379;0
130792;6177409;0
175886;6177476;0
11676;6177492;6
15957;6177492;0
96054;6177492;0
140000;6177492;0
147451;6177972;0
30511;6178316;6
225986;6178499;0
231257;6179223;8
231857;6179223;0
248024;6179223;8
87333;6179401;0
212898;6179983;0
142039;6198228;0
36675;6240038;8
76626;6248357;0
243206;6253725;8
15957;6254187;0
158615;6255450;10
150117;6268501;6
111352;6269281;0
221552;6269818;0
242409;6270182;0
193560;6271197;9
110029;6273297;0
21375;6275192;10
132419;6275192;0
190871;6275192;9
193131;6275192;0
901;6276199;0
236655;6276199;0
30509;6276482;0
110029;6278574;0
30509;6278663;0
114865;6278728;0
13273;6278841;0
36606;6278841;0
180651;6279295;0
223814;6279759;0
189835;6279945;5
211847;6280323;0
84716;6280358;0
81580;6280625;9
8066;6280803;0
39281;6280803;8
41841;6280803;0
160819;6280803;0
199772;6280803;0
204946;6280803;8
110029;6280838;0
200876;6280838;8
110746;6281257;0
135902;6281257;8
138073;6281257;8
16383;6281443;8
171846;6281729;9
104168;6281745;8
171118;6323154;0
213316;6323154;0
62426;6326587;0
76350;6329101;3
174092;6329497;0
205843;6329497;0
2977;6329527;5
204946;6329535;6
171118;6331947;0
110029;6337619;0
120610;6338267;0
110029;6338445;0
217121;6339336;0
154176;6341616;0
27363;6345530;0
60244;6345549;0
126693;6345549;0
194600;6345549;0
161936;6351484;6
243206;6352537;5
56271;6356702;0
247872;6357032;0
144131;6359329;0
175886;6361862;0
120565;6363113;8
11676;6363121;8
29133;6364276;7
59616;6364896;6
128557;6364977;0
155916;6364977;8
225986;6364977;0
208410;6365280;0
183958;6365744;8
11676;6366023;7
119748;6366023;6
110029;6366473;0
147350;6367763;8
210666;6367763;0
225810;6367763;0
78783;6368212;0
131402;6368212;0
209516;6368212;0
131675;6368409;0
171118;6368417;0
244277;6368573;0
27617;6369553;0
30712;6369553;0
100088;6369553;10
148199;6370039;7
114893;6370101;6
189334;6370306;0
9381;6370470;0
159283;6370470;0
180651;6370470;0
23902;6370829;9
109955;6370829;10
222642;6371078;0
51463;6371108;0
76626;6371248;9
198012;6371248;9
78774;6371647;8
23902;6372007;0
7105;6372570;5
110029;6372570;0
193560;6372899;7
100644;6374085;0
7105;6374093;0
180651;6374093;0
108773;6374123;0
175886;6374123;0
143992;6374603;9
15957;6374964;0
27788;6374964;0
93034;6374999;0
41103;6375227;5
66699;6375340;8
72451;6375340;0
21229;6375952;6
91425;6375952;0
148258;6375952;6
185258;6375952;9
194500;6375952;0
98544;6376088;0
47982;6377157;0
100176;6377157;7
42962;6377424;8
238541;6377424;0
245371;6377424;0
211028;6379095;0
11676;6379702;5
63714;6379702;8
276798;6379702;5
60443;6379834;5
147166;6379834;0
198545;6380158;8
85526;6380263;6
111749;6380263;0
139387;6380263;0
192135;6380263;0
27617;6380344;0
76626;6380905;0
236655;6380905;0
109955;6380921;10
223078;6380921;5
235507;6380921;7
23902;6380964;8
231393;6382649;6
250745;6382797;0
161511;6382991;10
55409;6383777;0
225232;6383777;6
154095;6383947;0
211611;6383947;0
135625;6383963;0
193560;6384617;0
148258;6384684;8
189334;6384722;8
136382;6384765;0
199378;6384803;0
105517;6384854;7
41841;6385079;0
101731;6385176;7
27788;6385192;0
86243;6385214;0
6242;6385370;7
79923;6385389;0
92652;6385389;0
117958;6385389;0
242499;6385389;0
91931;6385400;9
38835;6385427;10
50570;6385427;8
194543;6385427;8
235907;6385427;6
248479;6385427;8
71470;6385621;9
99996;6385621;0
231263;6385621;0
92652;6385648;5
250645;6385672;0
106280;6385729;10
152524;6385826;0
115552;6385907;8
154981;6385907;6
146321;6385923;0
232773;6385923;8
204734;6385958;8
249246;6385958;8
20345;6386040;0
28529;6386075;7
114868;6386075;0
7346;6386369;0
227705;6386369;9
71081;6386512;0
136382;6386601;0
155810;6386601;0
27650;6386725;8
114178;6386725;0
110029;6388264;0
56271;6388922;0
20345;6391702;0
54948;6391745;7
65513;6391745;6
177458;6391745;0
205538;6391893;0
213953;6391893;0
243004;6391931;10
7454;6392466;0
56246;6392466;5
230332;6392466;0
98741;6392776;0
243206;6470033;9
218344;6470041;0
86243;6470173;0
52455;6471641;7
149908;6471641;0
173018;6471641;0
198515;6471641;8
204864;6471641;0
206774;6471641;8
44296;6472184;0
69042;6472184;10
72451;6472184;0
81337;6472184;0
127131;6472184;0
204959;6472184;6
44925;6472648;0
70557;6472648;0
124681;6472648;0
131855;6472648;9
166596;6472648;0
72451;6473024;0
142090;6473369;8
160541;6473369;9
170184;6473369;0
190925;6473369;0
204972;6473369;0
80366;6474047;0
98499;6474292;0
182931;6474292;7
134782;6474950;6
221781;6474950;6
160943;6475043;8
212898;6475205;0
76741;6475272;6
24694;6475329;0
50459;6475329;0
33517;6476325;0
74782;6476325;0
233711;6476325;0
2160;6476333;0
95867;6476333;7
153257;6476333;0
180707;6476333;0
11676;6478824;0
16943;6478824;0
5730;6479383;0
38654;6479383;0
43246;6479383;0
70065;6479383;8
230496;6479383;0
101172;6479499;7
125203;6479499;0
241305;6479499;9
28204;6479561;0
163570;6479561;0
205473;6479561;0
244349;6479561;0
112881;6479626;0
5730;6479650;0
160541;6479839;8
211430;6480500;0
44320;6480551;8
139387;6480551;8
6242;6480608;7
50547;6480608;0
225087;6480608;0
7930;6480764;6
24878;6480764;4
39080;6480764;7
123468;6480764;8
142256;6480764;0
144811;6480764;2
146778;6480764;5
157385;6480764;8
158297;6480764;0
177249;6480764;0
201697;6480764;5
209174;6480764;0
238541;6480764;0
38660;6480837;7
189334;6480853;0
41892;6480985;7
202688;6481078;6
23288;6481221;0
130408;6481221;7
63938;6481558;0
71227;6481558;0
85526;6481558;0
225087;6481590;0
131402;6481604;5
73045;6481760;0
107329;6481760;0
213622;6481957;9
208880;6482236;0
112401;6482678;0
30385;6483801;0
131855;6483801;0
244418;6483801;0
43246;6485057;0
122793;6485057;0
201526;6485057;0
100594;6485200;10
168064;6485200;0
170229;6485200;0
189334;6485200;0
190485;6485200;8
200226;6485200;0
201141;6485200;0
207341;6485200;7
225087;6485200;10
46374;6485294;9
70504;6485294;6
175519;6485294;6
248003;6485294;0
277378;6485294;0
91931;6485405;0
131402;6485405;0
9108;6485936;0
48868;6485936;8
59172;6485936;0
107634;6485936;0
147528;6485936;9
189334;6485936;0
194600;6485936;8
202785;6485936;9
225087;6485936;8
16982;6490255;0
33580;6490603;10
104399;6490603;10
128040;6490603;10
150124;6490603;0
173291;6492126;10
11676;6492347;6
40943;6492347;10
95068;6492347;5
206534;6492347;0
212797;6492347;10
212898;6497780;0
222018;6497810;0
231857;6497810;0
180651;6497985;0
194539;6497985;0
60427;6497993;0
114396;6497993;7
170073;6497993;9
174092;6497993;0
180651;6497993;8
4909;6498000;0
167403;6498019;9
12780;6498035;0
80075;6498035;5
82846;6498035;0
105475;6498035;0
149908;6498035;0
171269;6498035;0
185538;6498035;5
213915;6498035;0
220867;6498159;0
71423;6498213;0
11676;6498493;10
128693;6498493;0
250725;6498884;0
32440;6499031;7
44296;6499651;0
183923;6499651;0
6564;6510019;8
56977;6510973;7
86243;6510973;0
152869;6511309;7
8681;6511767;0
39464;6511767;0
68185;6511767;0
76942;6511767;8
126156;6511767;8
132531;6511767;9
185308;6511767;9
232688;6511767;0
238607;6511767;0
11676;6512062;7
28787;6512062;8
74782;6512062;0
91203;6512062;7
115904;6512062;0
120332;6512062;0
140013;6512062;0
157916;6512062;0
176902;6512062;0
205843;6512062;0
229846;6512062;0
136010;6512143;0
174304;6512143;0
190925;6512143;7
11676;6512208;9
63717;6512208;9
186699;6512208;0
212984;6512208;7
22747;6512674;8
54627;6512674;8
166922;6512674;8
81560;6512801;6
110029;6512801;0
199928;6512801;6
211460;6512801;0
218258;6512801;0
245935;6513395;0
1211;6513409;0
3777;6513409;4
31315;6513409;0
115904;6513409;0
131855;6513409;0
155219;6513409;0
217375;6513409;0
221946;6513409;0
50464;6513492;0
73394;6513492;0
107301;6513492;0
149908;6513492;0
158295;6513492;0
225986;6513492;0
127233;6513506;0
146787;6513506;0
148142;6513506;8
213915;6513506;0
22900;6513549;0
180651;6514162;0
26124;6514278;0
39013;6514278;1
40647;6514278;0
56271;6514278;0
14387;6514480;0
26621;6514480;7
26883;6514480;6
31315;6514480;0
59304;6514480;0
73394;6514480;0
75860;6514480;0
100227;6514480;8
127233;6514480;0
5581;6514588;7
57449;6514588;7
219813;6514588;4
227447;6514588;0
151068;6514952;10
235805;6514952;3
79556;6530397;0
200093;6530540;0
28386;6530826;8
148258;6530826;0
217121;6530826;0
114581;6531113;0
197659;6531407;8
175886;6531512;0
26949;6531520;4
52586;6532292;0
180651;6532292;0
203380;6532292;0
118881;6540031;7
92853;6540732;9
104168;6540732;10
65058;6541038;0
17507;6541046;0
85939;6541224;5
98573;6541569;0
123553;6541569;9
56271;6541593;0
141631;6541690;8
138578;6541917;0
53729;6542018;0
70291;6542018;0
196821;6542050;0
131486;6542212;0
91931;6542549;0
154345;6542549;7
32440;6542719;6
123718;6542719;0
131402;6542735;0
155916;6542778;0
278418;6542808;5
32440;6543200;0
87555;6543413;0
131402;6543456;0
11676;6543545;7
53686;6543545;5
107301;6543545;0
154345;6543545;8
246617;6543545;0
277186;6543545;7
181484;6543588;8
110029;6543677;0
75595;6543901;0
218930;6543901;0
221932;6543901;0
35859;6543936;0
132930;6543936;0
152946;6543936;7
174092;6543936;0
222642;6544207;0
34997;6544738;7
59616;6544959;0
107376;6544959;9
155916;6544959;6
177793;6544959;0
189334;6544959;9
218452;6545262;0
98741;6545726;0
91735;6545904;0
11676;6546684;8
30511;6546684;8
78774;6546684;8
93334;6546684;0
107021;6546684;0
155287;6546684;6
183958;6546684;8
199951;6546684;4
201415;6546684;0
202173;6546684;0
223523;6546684;0
277701;6546684;0
211516;6547168;4
35859;6547230;0
171118;6547486;7
110029;6547516;0
11676;6547613;0
16086;6547613;9
23902;6547613;8
32440;6547613;0
70628;6547613;0
78973;6547613;7
18385;6547745;5
20034;6547745;0
68067;6547745;8
49776;6547753;8
148258;6547753;10
8973;6547834;10
11676;6547834;5
47581;6547834;0
48644;6547834;0
52437;6547834;0
70628;6547834;0
72573;6547834;0
81855;6547834;0
82511;6547834;10
86202;6547834;9
92853;6547834;0
96324;6547834;0
96493;6547834;0
110029;6547834;0
125798;6547834;0
126019;6547834;8
130211;6547834;5
131402;6547834;0
149908;6547834;0
171846;6547834;10
171986;6547834;0
174685;6547834;0
182589;6547834;0
189666;6547834;0
190221;6547834;8
191521;6547834;5
208410;6547834;0
211695;6547834;9
217252;6547834;8
222815;6547834;0
225232;6547834;8
232688;6547834;10
248547;6547834;0
26544;6548040;0
91203;6548105;0
4131;6548180;0
80691;6548180;7
93047;6548180;8
220867;6548180;0
91449;6548253;0
159847;6548253;0
225659;6548253;9
23902;6548539;8
34566;6548539;9
79942;6548539;0
80371;6548539;0
118434;6548539;0
127233;6548539;0
23902;6548830;9
31230;6548830;8
58458;6548830;0
68478;6548830;0
70703;6548830;7
76626;6548830;0
146059;6548830;3
154345;6550061;4
242409;6550061;10
12331;6550193;0
32440;6550193;0
90766;6550193;8
130571;6550193;0
154345;6550193;7
205546;6550193;0
25533;6550231;0
86243;6550231;0
116925;6550231;0
133180;6550231;0
171269;6550258;0
68412;6550266;0
141901;6550266;9
233526;6550266;9
37567;6550401;0
50797;6550401;0
88496;6550401;8
11149;6550576;8
14387;6550576;0
34713;6550576;0
70052;6550576;0
76355;6550576;6
100088;6550576;10
113904;6550576;5
114143;6550576;8
118434;6550576;9
119748;6550576;0
125798;6550576;9
137711;6550576;8
152260;6550576;5
155581;6550576;8
157247;6550576;6
167478;6550576;6
171968;6550576;0
207721;6550576;0
209516;6550576;0
220278;6550576;0
225232;6550576;0
227021;6550576;4
234683;6550576;10
236655;6550576;7
11676;6550649;0
22747;6550649;0
32041;6550649;0
40647;6550649;0
49352;6550649;1
62303;6550649;8
69147;6550649;0
81855;6550649;0
118004;6550649;6
122226;6550649;6
216508;6550649;0
1485;6550789;0
5770;6550789;5
11676;6550789;7
30770;6550789;0
42838;6550789;0
47581;6550789;9
58902;6550789;0
76626;6550789;8
92853;6550789;0
94347;6550789;7
106893;6550789;0
114279;6550789;0
119879;6550789;7
134516;6550789;0
140013;6550789;0
149908;6550789;0
170068;6550789;9
179826;6550789;0
183753;6550789;7
187520;6550789;9
202564;6550789;0
208410;6550789;0
238231;6550789;7
243930;6550789;0
246156;6550789;0
246528;6550789;0
246678;6550789;0
135360;6550835;0
149511;6550835;10
82961;6550878;7
15230;6550924;9
23902;6550924;8
54838;6550924;0
62895;6550924;7
86123;6550924;10
91449;6550924;0
101606;6550924;6
107301;6550924;0
108083;6550924;0
124322;6550924;0
198487;6551009;0
5903;6551076;0
8815;6551076;0
11676;6551076;6
114279;6551076;0
121027;6551688;0
128178;6551688;0
228050;6551742;0
149908;6551785;0
174092;6551785;7
23671;6551823;8
150379;6551912;5
114279;6551947;0
44925;6551971;8
100630;6551971;9
114279;6551971;7
131402;6551971;0
131855;6551971;8
163586;6551971;10
202564;6551971;0
224646;6551971;9
231613;6551971;8
233724;6551971;6
81609;6552196;0
11676;6552390;5
110746;6552390;0
113817;6552390;0
141470;6552390;8
236058;6552390;7
238557;6552390;0
246156;6552390;8
246617;6552390;0
119424;6552447;0
110029;6608345;0
24921;6614000;0
209516;6614000;0
221595;6617999;0
155916;6618790;0
110029;6629954;0
60586;6640621;7
60586;6640672;6
244602;6640680;10
151806;6641962;0
1025;6642004;5
193560;6642128;0
1025;6643094;0
208410;6645097;7
212088;6646093;0
114893;6705286;10
114893;6705294;10
27363;6709931;0
101172;6709931;7
114216;6709931;0
241305;6709931;0
27363;6710263;0
59206;6711286;0
238864;6711286;0
206979;6712185;0
206979;6713203;0
27363;6713602;0
238864;6714994;0
